,0
829,0.9229326513213981
830,0.9315617036767383
831,0.9469137087540335
832,0.950240105977811
833,0.9647016791711326
834,0.9707502374169041
835,0.9593259068837475
836,0.9694874727102609
837,0.9576545723805998
838,0.9684454967671432
839,0.9584550203611534
840,0.9559163823194886
841,0.9388447626505575
842,0.9607164738530292
843,0.9744582853553857
844,0.9628640037880069
845,0.966212552528128
846,0.965543850231497
847,0.9608480614256563
848,0.9638871341335018
849,0.9592022712137674
850,0.9662502139311997
851,0.9515970515970515
852,0.9612229130642729
853,0.9497534267852289
854,0.953945699061152
855,0.9522929993693126
856,0.9420276369050389
857,0.9552947313510693
858,0.9058732243046437
859,0.9332826852683196
860,0.9035372258263824
861,0.8223354358725538
862,0.8030687447142685
863,0.6646398503274088
864,0.811660777385159
865,0.8853365384615385
866,0.9302807179015187
867,0.846633926744424
868,0.857224025974026
869,0.9085867023053792
870,0.9531463323817798
871,0.9245941001600732
872,0.9504825619653433
873,0.9445859541508551
874,0.9598653547384774
875,0.9616906914243831
876,0.9536219500617108
877,0.9475905570242568
878,0.9523666222432398
879,0.9608434997694211
880,0.9628330995792427
881,0.9385422214938337
882,0.9365137465430291
883,0.9708208679972132
884,0.9557611364433533
885,0.960049670292027
886,0.9595628880006803
887,0.9647496234939759
888,0.9553320105209727
889,0.9547693473524675
890,0.9117902731390402
891,0.9085992159976182
892,0.9463264645592836
893,0.9438066812076684
894,0.9455794090489381
895,0.9131339894019682
896,0.9377831257078143
897,0.947268155147451
898,0.9108735773608121
899,0.843934488668825
900,0.8633036282622534
901,0.8539356984478935
902,0.8719616569667922
903,0.597394540942928
904,0.8277239018824871
905,0.8266881028938907
906,0.8987988755430616
907,0.9355559100334981
908,0.9317568297160134
909,0.943465561104306
910,0.9389370783422828
911,0.9384269389739849
912,0.9471842360288576
913,0.953747256193164
914,0.9653334661553021
915,0.9625560009431737
916,0.9604377489811805
917,0.9762740860795966
918,0.9660425123303217
919,0.9790435944978656
920,0.9700533462657615
921,0.9176612370252304
922,0.8866985645933014
923,0.8878458119396122
924,0.8757319709176655
925,0.8993490838958534
926,0.8971343995395304
927,0.8648389650431232
928,0.9534916864608076
929,0.9432099990080349
930,0.8713093375065206
931,0.7450804473951791
932,0.6230763399287393
